"","date","elapsed_time","replicate","num_ind","num_group","num_year","r","K","voting_rule","mutation_rate","baseline_multiplier","adult_emig_prob","juvenile_emig_prob","emig_neighbor_prob","imitate_prob","imitate_ingroup_prob","imitate_neighbor_prob","mean_stock_level","mean_harvest_preference","mean_group_restriction","cov_group_pref_payoff","cov_group_vote_payoff","cov_ind_pref_payoff","cov_ind_vote_payoff","cor_harvest_pref_group_restrict","gini"
"elapsed",2020-03-17,1.98,1,20,25,100,0.9,10000,0.51,0.01,10,0,0,0,1,0.9,0,120.76,0.534,0.382,-0.379701250000001,-0.910233333333334,0.493210526315789,0.183789473684211,-0.0270123493680733,0.00387745794908744
