"","PercProtected","ResourceMobility","ProtectedCC","WorkingCC","MeanPayoff","meanTimeWorking"
"193",0.15,0.55,0.0748666666666667,0.00664705882352941,0.702,0.968319939348052
"194",0.2,0.55,0.054,0.0063625,0.7465,0.969190748196823
"195",0.25,0.55,0.04558,0.00526666666666667,0.9015,0.965207960913651
"196",0.3,0.55,0.0404666666666667,0.00790714285714286,0.853,0.97105888039519
"197",0.35,0.55,0.0309857142857143,0.00576923076923077,0.8425,0.967245367046917
"198",0.4,0.55,0.768175,0.256358333333333,17,0.966347636885507
"199",0.45,0.55,0.880944444444444,0.429890909090909,17,0.964093694041616
"200",0.5,0.55,0.97459,0.64274,17,0.96617397223387
"201",0.55,0.55,0.870736363636364,0.622222222222222,17,0.969987534499007
"202",0.6,0.55,0.766058333333333,0.575,17,0.967151268823621
"203",0.65,0.55,0.678507692307692,0.514285714285714,17,0.963705190990414
"204",0.7,0.55,0.472778571428571,0.433333333333333,17,0.965452658879927
"205",0.75,0.55,0.0155466666666667,0.02368,0.7095,0.965829321593989
"206",0.8,0.55,0.014175,0.021425,0.849,0.964389514178875
"207",0.85,0.55,0.0132529411764706,0.0292666666666667,0.853,0.97019866592348
"208",0.9,0.55,0.01165,0.0488000000000001,0.6975,0.968999608482346
"209",0.95,0.55,0.0106736842105263,0.0793999999999999,0.802,0.969192739108531
"210",0.05,0.6,0.2096,0.00464210526315789,0.8405,0.963801102967136
"211",0.1,0.6,0.1158,0.00477222222222222,0.9975,0.970575978892814
"212",0.15,0.6,0.0660333333333333,0.00629411764705882,0.6065,0.964055537425015
"213",0.2,0.6,0.05215,0.00490625,0.8425,0.965233873413047
"214",0.25,0.6,0.04324,0.00565333333333333,0.84,0.966014118682841
"215",0.3,0.6,0.03375,0.00695,0.7395,0.964148413454524
"216",0.35,0.6,0.0304285714285714,0.0085,0.695,0.967696478517255
"217",0.4,0.6,0.7942125,0.290658333333333,17,0.966988197896673
"218",0.45,0.6,0.903,0.454454545454545,17,0.966881955284241
"219",0.5,0.6,0.98124,0.64963,17,0.967102166361651
"220",0.55,0.6,0.855490909090909,0.622222222222222,17,0.968034057992102
"221",0.6,0.6,0.743791666666667,0.575,17,0.967994671432889
"222",0.65,0.6,0.623253846153846,0.514285714285714,17,0.968510156915072
"223",0.7,0.6,0.418071428571429,0.433333333333333,17,0.965611550640129
"224",0.75,0.6,0.01474,0.02042,0.7925,0.964443703945889
"225",0.8,0.6,0.01225625,0.023575,0.69,0.967920657782011
"226",0.85,0.6,0.0125411764705882,0.0314666666666667,0.6965,0.96586821140537
"227",0.9,0.6,0.0127444444444444,0.0458000000000001,0.846,0.966493132625039
"228",0.95,0.6,0.0102736842105263,0.0857999999999999,0.7385,0.962634271926487
"229",0.05,0.65,0.2176,0.00571052631578947,0.839,0.965551761122665
"230",0.1,0.65,0.09875,0.00521666666666667,0.7865,0.966807126124016
"231",0.15,0.65,0.0635333333333333,0.00703529411764706,0.688,0.966967750200446
"232",0.2,0.65,0.03885,0.0079375,0.437,0.966516898929697
"233",0.25,0.65,0.0392,0.00688,0.6835,0.966487329155331
"234",0.3,0.65,0.0323333333333333,0.00744285714285714,0.7375,0.967179516357203
"235",0.35,0.65,0.615957142857143,0.167776923076923,15.399,0.967657731867379
"236",0.4,0.65,0.809125,0.315216666666667,17,0.963575920549974
"237",0.45,0.65,0.9044,0.469936363636364,17,0.968599424062316
"238",0.5,0.65,0.98705,0.65067,17,0.964782266535054
"239",0.55,0.65,0.845963636363636,0.622222222222222,17,0.960073619900689
"240",0.6,0.65,0.726325,0.575,17,0.965305075233094
"241",0.65,0.65,0.569453846153846,0.514285714285714,17,0.964376485384911
"242",0.7,0.65,0.3813,0.433333333333333,17,0.963248434649207
"243",0.75,0.65,0.0137866666666667,0.01926,0.741,0.966507247573071
