"","date","elapsed_time","replicate","num_ind","num_group","num_year","r","K","voting_rule","mutation_rate","baseline_multiplier","adult_emig_prob","juvenile_emig_prob","emig_neighbor_prob","imitate_prob","imitate_ingroup_prob","imitate_neighbor_prob","mean_stock_level","mean_harvest_preference","mean_group_restriction","cov_group_pref_payoff","cov_group_vote_payoff","cov_ind_pref_payoff","cov_ind_vote_payoff","cor_harvest_pref_group_restrict","gini"
"elapsed",2020-03-16,1.85999999999967,1,20,25,100,0.9,10000,0.51,0.01,10,0,0,0,1,0.9,0,86.04,0.5114,0.456,-0.334400000000001,-0.303891666666668,0.195715789473684,0.204736842105263,0.230554665225949,0.00203777419543621
