"","CellNumber","Mangrove","SumValue","MeanValue","MedValue","geometry","MangroveChange2020_2021","Biomass"
"1",1,NA,NA,NA,NA,list(c(39.6301150897384, 39.6301150897384, 39.634631917661, 39.634631917661, 39.6301150897384, -5.48680591583246, -5.4822890879098, -5.4822890879098, -5.48680591583246, -5.48680591583246)),NA,NA
"2",2,NA,NA,NA,NA,list(c(39.634631917661, 39.634631917661, 39.6391487455837, 39.6391487455837, 39.634631917661, -5.48680591583246, -5.4822890879098, -5.4822890879098, -5.48680591583246, -5.48680591583246)),NA,NA
"3",3,NA,NA,NA,NA,list(c(39.6436655735064, 39.6436655735064, 39.648182401429, 39.648182401429, 39.6436655735064, -5.48680591583246, -5.4822890879098, -5.4822890879098, -5.48680591583246, -5.48680591583246)),NA,NA
"4",4,NA,NA,NA,NA,list(c(39.648182401429, 39.648182401429, 39.6526992293517, 39.6526992293517, 39.648182401429, -5.48680591583246, -5.4822890879098, -5.4822890879098, -5.48680591583246, -5.48680591583246)),NA,NA
"5",5,NA,NA,NA,NA,list(c(39.6301150897384, 39.6301150897384, 39.634631917661, 39.634631917661, 39.6301150897384, -5.4822890879098, -5.47777225998714, -5.47777225998714, -5.4822890879098, -5.4822890879098)),NA,NA
"6",6,NA,NA,NA,NA,list(c(39.634631917661, 39.634631917661, 39.6391487455837, 39.6391487455837, 39.634631917661, -5.4822890879098, -5.47777225998714, -5.47777225998714, -5.4822890879098, -5.4822890879098)),NA,NA
"7",7,NA,NA,NA,NA,list(c(39.6391487455837, 39.6391487455837, 39.6436655735064, 39.6436655735064, 39.6391487455837, -5.4822890879098, -5.47777225998714, -5.47777225998714, -5.4822890879098, -5.4822890879098)),NA,NA
"8",8,NA,NA,NA,NA,list(c(39.6436655735064, 39.6436655735064, 39.648182401429, 39.648182401429, 39.6436655735064, -5.4822890879098, -5.47777225998714, -5.47777225998714, -5.4822890879098, -5.4822890879098)),NA,NA
"9",9,NA,NA,NA,NA,list(c(39.648182401429, 39.648182401429, 39.6526992293517, 39.6526992293517, 39.648182401429, -5.4822890879098, -5.47777225998714, -5.47777225998714, -5.4822890879098, -5.4822890879098)),NA,NA
"10",10,NA,NA,NA,NA,list(c(39.6301150897384, 39.6301150897384, 39.634631917661, 39.634631917661, 39.6301150897384, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"11",11,NA,NA,NA,NA,list(c(39.634631917661, 39.634631917661, 39.6391487455837, 39.6391487455837, 39.634631917661, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"12",12,NA,NA,NA,NA,list(c(39.6391487455837, 39.6391487455837, 39.6436655735064, 39.6436655735064, 39.6391487455837, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"13",13,NA,NA,NA,NA,list(c(39.6436655735064, 39.6436655735064, 39.648182401429, 39.648182401429, 39.6436655735064, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"14",14,NA,NA,NA,NA,list(c(39.648182401429, 39.648182401429, 39.6526992293517, 39.6526992293517, 39.648182401429, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"15",15,NA,NA,NA,NA,list(c(39.6662497131197, 39.6662497131197, 39.6707665410423, 39.6707665410423, 39.6662497131197, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"16",16,NA,NA,NA,NA,list(c(39.7204516481916, 39.7204516481916, 39.7249684761143, 39.7249684761143, 39.7204516481916, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"17",17,NA,NA,NA,NA,list(c(39.7249684761143, 39.7249684761143, 39.7294853040369, 39.7294853040369, 39.7249684761143, -5.47777225998714, -5.47325543206447, -5.47325543206447, -5.47777225998714, -5.47777225998714)),NA,NA
"18",18,NA,NA,NA,NA,list(c(39.6301150897384, 39.6301150897384, 39.634631917661, 39.634631917661, 39.6301150897384, -5.47325543206447, -5.46873860414181, -5.46873860414181, -5.47325543206447, -5.47325543206447)),NA,NA
"19",19,NA,NA,NA,NA,list(c(39.634631917661, 39.634631917661, 39.6391487455837, 39.6391487455837, 39.634631917661, -5.47325543206447, -5.46873860414181, -5.46873860414181, -5.47325543206447, -5.47325543206447)),NA,NA
"20",20,NA,NA,NA,NA,list(c(39.6391487455837, 39.6391487455837, 39.6436655735064, 39.6436655735064, 39.6391487455837, -5.47325543206447, -5.46873860414181, -5.46873860414181, -5.47325543206447, -5.47325543206447)),NA,NA
"21",21,NA,NA,NA,NA,list(c(39.6436655735064, 39.6436655735064, 39.648182401429, 39.648182401429, 39.6436655735064, -5.47325543206447, -5.46873860414181, -5.46873860414181, -5.47325543206447, -5.47325543206447)),NA,NA
"22",22,NA,NA,NA,NA,list(c(39.648182401429, 39.648182401429, 39.6526992293517, 39.6526992293517, 39.648182401429, -5.47325543206447, -5.46873860414181, -5.46873860414181, -5.47325543206447, -5.47325543206447)),NA,NA
"23",23,NA,NA,NA,NA,list(c(39.661732885197, 39.661732885197, 39.6662497131197, 39.6662497131197, 39.661732885197, -5.47325543206447, -5.46873860414181, -5.46873860414181, -5.47325543206447, -5.47325543206447)),NA,NA
